"CIN","partnerab","PIN","sex","sex_text","age","sexorient","relstat","relstat_text","rellength","dq_kids_1","dq_kids_2","dq_kids_3","dq_kids_4","dq_kids_5","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_height1","dq_height2","dq_height3","dq_height4","dq_height5","dq_height6","dq_height7","dq_weight1","dq_weight2","dq_weight3","dq_weight4","dq_weight5","dq_weight6","dq_weight7","dq_smoke_1","dq_smoke_2","dq_smoke_3","dq_education1","dq_education2","dq_education3","dq_education4","dq_education5","dq_education6","dq_class1","dq_class2","dq_class3","dq_class4","dq_class5","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","kids_currnt","kids_prev","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_height_ft","self_height_in","self_weight","self_smoke","self_education","self_class","self_politics","ideal_affectionate1","ideal_affectionate2","ideal_ambition1","ideal_ambition2","ideal_artistic1","ideal_artistic2","ideal_disposition1","ideal_disposition2","ideal_family1","ideal_family2","ideal_health1","ideal_health2","ideal_humor1","ideal_humor2","ideal_intelligent1","ideal_intelligent2","ideal_kind1","ideal_kind2","ideal_parenting1","ideal_parenting2","ideal_physatt1","ideal_physatt2","ideal_religious1","ideal_religious2","ideal_resources1","ideal_resources2","ideal_sexy1","ideal_sexy2","ideal_status1","ideal_status2","self_affectionate1","self_affectionate2","self_ambition1","self_ambition2","self_artistic1","self_artistic2","self_disposition1","self_disposition2","self_family1","self_family2","self_health1","self_health2","self_humor1","self_humor2","self_intelligent1","self_intelligent2","self_kind1","self_kind2","self_parenting1","self_parenting2","self_physatt1","self_physatt2","self_religious1","self_religious2","self_resources1","self_resources2","self_sexy1","self_sexy2","self_status1","self_status2","mate_affectionate1","mate_affectionate2","mate_ambition1","mate_ambition2","mate_artistic1","mate_artistic2","mate_disposition1","mate_disposition2","mate_family1","mate_family2","mate_health1","mate_health2","mate_humor1","mate_humor2","mate_intelligent1","mate_intelligent2","mate_kind1","mate_kind2","mate_parenting1","mate_parenting2","mate_physatt1","mate_physatt2","mate_religious1","mate_religious2","mate_resources1","mate_resources2","mate_sexy1","mate_sexy2","mate_status1","mate_status2","min_affectionate1","min_affectionate2","min_ambition1","min_ambition2","min_artistic1","min_artistic2","min_disposition1","min_disposition2","min_family1","min_family2","min_health1","min_health2","min_humor1","min_humor2","min_intelligent1","min_intelligent2","min_kind1","min_kind2","min_parenting1","min_parenting2","min_physatt1","min_physatt2","min_religious1","min_religious2","min_resources1","min_resources2","min_sexy1","min_sexy2","min_status1","min_status2","max_affectionate1","max_affectionate2","max_ambition1","max_ambition2","max_artistic1","max_artistic2","max_disposition1","max_disposition2","max_family1","max_family2","max_health1","max_health2","max_humor1","max_humor2","max_intelligent1","max_intelligent2","max_kind1","max_kind2","max_parenting1","max_parenting2","max_physatt1","max_physatt2","max_religious1","max_religious2","max_resources1","max_resources2","max_sexy1","max_sexy2","max_status1","max_status2","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","ideal_age","min_affectionate","min_ambition","min_artistic","min_disposition","min_family","min_health","min_humor","min_intelligent","min_kind","min_parenting","min_physatt","min_religious","min_resources","min_sexy","min_status","min_age","max_affectionate","max_ambition","max_artistic","max_disposition","max_family","max_health","max_humor","max_intelligent","max_kind","max_parenting","max_physatt","max_religious","max_resources","max_sexy","max_status","max_age","imp_affectionate","imp_ambition","imp_artistic","imp_disposition","imp_family","imp_health","imp_humor","imp_intelligent","imp_kind","imp_parenting","imp_physatt","imp_religious","imp_resources","imp_sexy","imp_status","imp_age","rank_affectionate","rank_ambition","rank_artistic","rank_disposition","rank_family","rank_health","rank_humor","rank_intelligent","rank_kind","rank_parenting","rank_physatt","rank_religious","rank_resources","rank_sexy","rank_status","rank_age","self_affectionate_sr","self_ambition_sr","self_artistic_sr","self_disposition_sr","self_family_sr","self_health_sr","self_humor_sr","self_intelligent_sr","self_kind_sr","self_parenting_sr","self_physatt_sr","self_religious_sr","self_resources_sr","self_sexy_sr","self_status_sr","self_affectionate_mr","self_ambition_mr","self_artistic_mr","self_disposition_mr","self_family_mr","self_health_mr","self_humor_mr","self_intelligent_mr","self_kind_mr","self_parenting_mr","self_physatt_mr","self_religious_mr","self_resources_mr","self_sexy_mr","self_status_mr","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","self_age","mate_affectionate_sr","mate_ambition_sr","mate_artistic_sr","mate_disposition_sr","mate_family_sr","mate_health_sr","mate_humor_sr","mate_intelligent_sr","mate_kind_sr","mate_parenting_sr","mate_physatt_sr","mate_religious_sr","mate_resources_sr","mate_sexy_sr","mate_status_sr","mate_affectionate_mr","mate_ambition_mr","mate_artistic_mr","mate_disposition_mr","mate_family_mr","mate_health_mr","mate_humor_mr","mate_intelligent_mr","mate_kind_mr","mate_parenting_mr","mate_physatt_mr","mate_religious_mr","mate_resources_mr","mate_sexy_mr","mate_status_mr","mate_affectionate_comp","mate_ambition_comp","mate_artistic_comp","mate_disposition_comp","mate_family_comp","mate_health_comp","mate_humor_comp","mate_intelligent_comp","mate_kind_comp","mate_parenting_comp","mate_physatt_comp","mate_religious_comp","mate_resources_comp","mate_sexy_comp","mate_status_comp","mate_age","prefmatch_sr","selfmv_sr","matemv_sr","mvdpp_sr","mvdps_sr","prefmatch_mr","selfmv_mr","matemv_mr","mvdpp_mr","mvdps_mr","prefmatch_comp","selfmv_comp","matemv_comp","mvdpp_comp","mvdps_comp","idealmv","qmi_1","qmi_2","qmi_3","qmi_4","qmi_5","qmi_happy","prqc_sat1","prqc_sat2","prqc_sat3","prqc_comm1","prqc_comm2","prqc_comm3","prqc_int1","prqc_int2","prqc_int3","prqc_trust1","prqc_trust2","prqc_trust3","prqc_pass1","prqc_pass2","prqc_pass3","prqc_love1","prqc_love2","prqc_love3","mjs_c1","mjs_c2","mjs_c3","mjs_c4","mjs_c5","mjs_c6","mjs_c7","mjs_c8","qmi_sat","prqc_sat","prqc_comm","prqc_int","prqc_trust","prqc_pass","prqc_love","mjs_c"
3,"A",5,0,NA,36,1,4,"",18,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,NA,3,0,NA,NA,NA,NA,NA,1,NA,1,"5","0",2,3,6,3,4,7,8,6,6,5,6,7,7,8,7,6,6,7,6,6,6,6,9,9,9,6,6,7,7,7,6,9,9,7,8,9,9,7,8,4,6,9,8,8,10,9,9,8,8,10,10,5,6,9,9,7,8,9,8,8,7,9,9,8,8,7,9,6,6,4,5,7,7,9,9,6,5,7,7,7,7,6,8,9,10,8,6,6,5,6,6,10,9,7,7,6,6,5,5,2,3,6,6,6,6,5,5,6,6,6,6,5,6,7,8,5,5,5,5,5,5,8,8,6,6,6,8,6,6,3,3,6,6,6,6,5,6,6,8,6,6,5,6,8,8,5,5,6,5,5,6,7,6,6,6,6.5,5,4.5,6,6.5,5,5.5,5,6.5,8,5,6,5.5,8,6.5,4,5,4,1.5,5,5,4,5,5,4.5,6.5,4,4,4,7,5,3,6,5,2,5,5,4.5,6,5,4.5,7,4,4.5,4.5,5.5,5,7,7,3,1,7,7,3,7,6,8,7,6,4,4,8,1,1,2,12,16,10,9,8,5,6,1,4,7,11,13,3,15,14,8,6.5,4,7.5,8,8,7,9,4.5,8,6.5,7.5,6.5,8,7,8,8.5,5.5,8.5,8,9,8.5,9,6.5,9,8.5,8,8,8.5,9,8,7.5,4.75,8,8,8.5,7.75,9,5.5,8.5,7.5,7.75,7.25,8.25,8,3,7,5,3.5,6,8,4.5,6,6,6,8.5,6,4.5,5,8.5,6,6,5,2,6,8,4,5.5,4.5,5,7,4.5,5,4.5,7,4.5,6.5,5,2.75,6,8,4.25,5.75,5.25,5.5,7.75,5.25,4.75,4.75,7.75,5.25,3,9.18990741269902,8.49757819864133,8.30185918466874,1,-0.195719013972582,8.84079768806304,8.10805138942414,7.85335697316369,0.969348659003831,-0.254694416260454,9.13849695299436,8.41626575552308,8.13236332315961,0.998084291187739,-0.283902432363474,8.58700235005943,7,7,7,7,6,6.3,6,6,6,7,7,6,6,6,6,7,6,6,5,5,6,7,6,7,7,6,6,7,5,7,7,6,0.95952380952381,0.857142857142857,0.952380952380952,0.857142857142857,0.904761904761905,0.761904761904762,0.952380952380952,0.0892857142857143
9,"A",17,0,NA,60,1,4,"",43,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,2,0,NA,NA,NA,NA,NA,1,NA,12,"5","4",3,3,4,3,4,8,6,8,8,6,8,10,9,10,10,9,8,9,9,9,9,10,10,10,10,9,8,1,1,9,6,8,6,9,9,9,6,9,10,9,10,8,8,10,10,9,8,8,8,9,8,8,10,11,10,8,7,1,1,10,6,9,6,9,7,9,8,9,9,6,6,10,9,10,10,10,9,9,9,8,9,10,10,11,10,8,8,1,1,9,6,9,8,9,8,8,8,8,9,6,6,9,9,10,10,9,8,8,8,8,8,10,10,10,10,8,8,1,1,8,8,8,8,9,8,9,9,9,8,6,6,9,9,10,10,8,8,9,8,8,8,10,10,10,10,8,8,1,1,9,7,9,9,8,8,6,7,6,8.5,9,7.5,8,8,9,9,7.5,0,6.5,6,8,8,7,7.5,5,8,9,7.5,7,7,9,9,7,0,7,7,7.5,9,8,7.5,5,8,9,7,7.5,7,9,9,7,0,7,8,7,9,7,5,0,5,9,5,4,7,9,9,6,0,5,6,0,3,4,10,16,11,2,7,9,13,6,3,1,15,12,8,14,5,6.5,8.5,8.5,7,9,7.5,7,7.5,8,9.5,6.5,0,7,6.5,7,7.5,8,8,6.5,9,7,8,7,9,9.5,8,0,6,7.5,7,7,8.25,8.25,6.75,9,7.25,7.5,7.25,8.5,9.5,7.25,0,6.5,7,7,7,7.5,8,5,8.5,9,8.5,8,7.5,9,9.5,7,0,6.5,7.5,7.5,6.5,5.5,4,6.5,9,6.5,8,6,9,9,6.5,0,5.5,6,6,7,6.75,4.5,7.5,9,7.5,8,6.75,9,9.25,6.75,0,6,6.75,6.75,8,9.27113101314434,8.16940939971918,8.13857336869923,1,-0.0308360310199518,8.84079768806304,8.13166872405998,8.14172027424513,0.998084291187739,0.0100515501851497,9.25522654451169,8.18670207873993,8.24607758967688,1,0.0593755109369454,8.21251691230264,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,1,1,1,0.952380952380952,1,0.952380952380952,1,0.0178571428571429
15,"A",29,0,NA,35,1,4,"",14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1,NA,1,"5","6",3,3,5,4,4,7,9,9,9,8,8,9,8,8,7,8,7,9,9,7,9,8,8,8,9,9,9,8,8,8,8,8,8,7,8,7,8,8,9,8,9,8,8,8,7,8,7,7,8,7,8,8,9,8,8,7,8,8,9,9,8,8,8,9,7,8,9,9,8,9,8,8,8,8,8,8,9,8,8,8,8,9,8,8,9,8,9,8,9,8,9,8,9,8,9,7,8,9,8,8,8,8,9,7,8,8,9,8,7,8,7,9,8,8,7,9,8,8,7,8,8,8,9,8,7,8,7,8,9,8,8,9,9,8,8,9,7,8,8,8,8,9,8,8,7,9,9,7,8,8,9,8,8,8,8,7,8,7,7.5,6.5,6.5,8,7,7,7.5,8,7,7,7,6.5,3,6.5,7.5,7,7.5,6.5,7.5,6.5,6.5,7.5,6.5,7.5,6.5,7,7.5,6.5,2,6.5,7.5,7,8,7,7,7,7,7.5,6.5,8,6.5,7.5,7,7,3,6,6,3,6,7,7,1,7,3,7,7,2,6,5,6,1,4,7,8,16,2,10,6,12,15,3,14,11,1,5,13,9,6.5,7.5,7.5,7,6.5,6.5,6.5,6.5,7.5,7,6.5,7.5,7.5,7,7,6.5,8,7.5,7,7,7.5,7.5,7.5,7.5,8,7,6.5,6.5,7,7.5,6.5,7.75,7.5,7,6.75,7,7,7,7.5,7.5,6.75,7,7,7,7.25,3,7.5,7.5,7.5,7,7,7.5,7,7,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,8,7,7,7.5,8,7,8,8,7.5,7,7,7.5,7.5,6.5,7.5,7.75,7.25,7,7.25,7.75,7,7.5,7.75,7.5,7.25,7.25,7.5,7.5,7,3,9.41369803002207,8.86873398020724,8.76731601845633,0.998084291187739,-0.10141796175091,9.28192966918275,8.88461553664313,8.80040987176544,0.998084291187739,-0.0842056648776968,9.39082535344944,8.9264322777217,8.80808163574174,0.996168582375479,-0.118350641979958,8.80257542696843,5,6,7,7,6,6.3,6,7,6,7,6,5,5,6,5,7,7,6,5,6,6,7,6,5,4,4,3,2,4,3,3,5,0.888095238095238,0.904761904761905,0.857142857142857,0.761904761904762,0.952380952380952,0.80952380952381,0.857142857142857,0.5
17,"A",33,0,NA,81,1,4,"",63,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1,NA,1,"5","1",4,3,3,3,1,11,11,11,11,10,10,11,11,8,9,11,11,10,9,11,11,11,11,11,11,10,9,8,8,11,11,11,11,9,11,11,11,10,11,9,9,11,11,11,11,11,11,11,9,10,10,11,11,11,11,10,9,7,8,10,10,11,11,9,9,11,11,10,11,9,11,8,9,8,9,11,11,7,8,11,11,11,11,10,9,11,11,7,7,11,11,11,11,11,10,11,10,10,10,7,8,9,8,8,8,10,11,9,10,9,10,11,7,9,9,8,9,7,7,7,11,10,9,9,8,8,9,8,9,7,8,8,8,6,6,9,9,7,6,9,9,9,9,7,7,8,8,7,7,10,10,9,9,8,8,10,10,9,10,7.5,10,8.5,10,10,10,8.5,7,10,10,9,10,9.5,9,6.5,7.5,7,9.5,8.5,8.5,8,8,7.5,6,8,8.5,7.5,11,7.5,7.5,6.5,7,5,8,5.5,8,8,6,7,6,9,8,7,11,6,7,3,6,4,8,6,8,0,6,2,4,8,8,4,0,7,6,14,11,15,3,10,2,12,8,5,13,4,1,16,9,10,9.5,8,10,10,10,9,9,10,10,8.5,6.5,9,10,8,10,10,7.5,9,9,10,7.5,9.5,10,10,9,6.5,10,10,8.5,10,9.75,7.75,9.5,9.5,10,8.25,9.25,10,10,8.75,6.5,9.5,10,8.25,10,10,9.5,9,7.5,7.5,10,6.5,10,10,8.5,10,6,10,10,9.5,9.5,10,7.5,8.5,5.5,10,6.5,8.5,10,9.5,8,6,10,10,8,9.75,9.75,8.25,8,6.5,10,6.5,9.25,10,9,9,6,10,10,8.75,10,8.99221778146268,7.25022647217108,7.39870583251184,1,0.14847936034076,8.95417496683241,7.28012844528919,7.70766905816741,1,0.427540612878219,9.11390957007764,7.28376816817179,7.60391465169842,1,0.320146483526632,7.26491786898736,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,6,1,1,1,1,1,1,1,0.0892857142857143
18,"A",35,0,NA,54,1,4,"",22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA,2,"5","1",4,3,4,3,1,9,10,10,9,4,6,8,8,10,10,11,9,8,8,10,11,9,8,11,9,7,6,6,6,10,9,7,7,7,7,8,11,8,8,5,5,11,11,6,6,10,10,8,10,10,9,11,11,9,11,10,9,10,6,10,7,6,6,8,6,6,9,10,11,6,6,5,5,11,11,9,7,6,7,10,11,9,6,8,7,7,11,6,1,11,11,6,3,9,8,8,9,8,8,4,6,9,8,10,10,10,9,8,8,9,10,8,8,10,8,8,6,6,6,9,10,6,6,8,7,8,9,7,9,4,4,9,8,9,9,9,9,8,8,9,10,8,8,7,7,7,7,6,6,8,9,6,6,7,8,8.5,8.5,4,7,9,9,7,9.5,7.5,9,5.5,5,8.5,6,6,6,7.5,7,4,7.5,9,8.5,7,8.5,7,8,6,5,8.5,5,6.5,7,7.5,7,3,7.5,8,8,7,8.5,7,6,6,5,7.5,5,6.5,7,8,0,1,4,8,7,7,0,10,2,7,5,9,5,1,6,2,4,16,9,8,5,7,13,1,11,10,15,3,6,14,12,8.5,7,4,10,5,9,8,8.5,10,9,8.5,7,7.5,5,6,7.5,5,2,10,2.5,8,8,8.5,9,10,10,6.5,5,6,6,8,6,3,10,3.75,8.5,8,8.5,9.5,9.5,9.25,6.75,6.25,5.5,6,6,6.5,9.5,5,4,10,7,5.5,9.5,6.5,6.5,8,2.5,10,3.5,7.5,7,10,2,3,7,6.5,5.5,7.5,5.5,6.5,6,3,10,4.5,7,6.75,9.75,3.5,3.5,8.5,6.75,5.5,8.5,6,6.5,7,2.75,10,4,7.25,6,8.18427011920826,8.21929442289661,7.95619768917412,0.89463601532567,-0.263096733722495,8.04743758102334,7.81584390931038,7.96847110808074,0.806513409961686,0.152627198770358,8.24442851185148,8.12031250192703,8.08180748822753,0.890804597701149,-0.038505013699492,8.58419515629026,6,7,7,6,7,6.3,6,6,6,7,7,7,3,7,7,7,7,7,4,2,2,7,7,7,1,1,1,1,1,1,1,1,0.935714285714286,0.857142857142857,1,0.80952380952381,1,0.380952380952381,1,0.857142857142857
20,"A",39,0,NA,68,1,4,"",40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1,NA,1,"5","3",4,3,3,3,2,6,6,9,10,6,8,10,10,6,9,10,10,9,8,9,10,11,10,6,6,6,8,6,6,11,10,9,6,10,9,6,6,6,8,2,6,6,8,6,9,10,9,9,6,9,9,8,10,5,8,6,8,9,6,8,9,6,6,9,6,6,4,6,9,8,9,9,9,9,10,6,5,9,6,9,10,9,10,6,6,6,4,4,3,9,8,6,6,9,10,6,6,8,9,6,6,9,9,6,8,9,8,6,6,9,9,8,10,4,6,8,6,3,3,10,8,8,6,9,9,8,8,8,9,8,10,9,9,8,9,9,9,7,7,9,8,9,10,8,9,7,8,6,6,10,10,8,7,9,8,5,8.5,6,9,6.5,9,7.5,8.5,9.5,5,6,5,9.5,6.5,8.5,8,5,7.5,5,8,6,7.5,5,8,8,4,6,2,8,6,8,9,7,7.5,8,8,7.5,8,6,7.5,8.5,7.5,6.5,5,9,6.5,7.5,10,7,5,0,7,1,8,4,7,8,0,6,0,8,6,6,7,5,7,16,8,15,1,4,10,2,12,9,14,6,11,13,3,5,6,3,6,6.5,8.5,6.5,8,8,5.5,6,6.5,7.5,5,6.5,5,5,4.5,5,5,7.5,6,7,5.5,5,7,4,6,5,6,5,5.5,3.75,5.5,5.75,8,6.25,7.5,6.75,5.25,6.5,5.25,6.75,5,6.25,8,4,6.5,7.5,8,8.5,4.5,6.5,8.5,8.5,5,4,2.5,7.5,5,8.5,4.5,6,6.5,5.5,5,5,5,6.5,6,5,4,2.5,7.5,5,5,4.25,6.25,7,6.75,6.75,4.75,5.75,7.5,7.25,5,4,2.5,7.5,5,6.75,8,8.21464289286429,8.62339337425792,8.23515897999768,0.915708812260536,-0.388234394260238,7.64813903472165,8.63078418383308,8.28367786599459,0.582375478927203,-0.347106317838486,8.08786768240271,8.77759504392394,8.47452048627985,0.812260536398467,-0.303074557644083,8.51637026772464,7,7,7,6,6,5.6,6,6,6,7,7,7,5,6,5,7,7,7,4,3,4,7,3,7,7,7,7,7,7,7,7,7,0.919047619047619,0.857142857142857,1,0.761904761904762,1,0.523809523809524,0.80952380952381,0
26,"A",51,0,NA,56,1,4,"",23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,2,"5","5",4,3,3,3,2,6,6,6,8,6,8,8,8,6,8,6,8,6,6,8,8,8,8,8,8,7,6,8,6,9,8,7,6,8,8,6,7,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,7,8,6,6,6,6,4,3,6,6,6,6,4,5,5,5,3,2,4,5,2,1,4,6,6,6,6,6,7,6,6,6,6,6,6,6,6,8,1,1,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,8,6,6,6,6,6,8,8,6,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,8,8,6,6,6,6,8,8,6,6,6,6,5,6,6,7,6,6,5,7,7,7,5.5,6,7.5,5.5,7,7,5,5,5,5,5.5,5,5,5,5,6,5,5,7,5,5,8,5.5,5,5,5,5.5,5,5,5,5,7,5,5,7,5,5,8,0,5,0,0,5,0,5,10,5,10,5,10,10,5,0,10,11,9,3,8,15,7,14,10,4,5,16,2,1,13,12,6,5.5,5,5,5,4,5,5,5,5,6.5,5,5,2.5,5,5,6,5,5,5.5,3,5,5,6,5.5,6.5,5,5,4,5,5,5.75,5,5,5.25,3.5,5,5,5.5,5.25,6.5,5,5,3.25,5,5,6,3.5,4,1.5,3.5,0.5,4,5,5,5.5,5,5,5,6,0,4.5,5,5,5,4.5,5,5,5,5,5.5,4,5,5,5.5,3,5,4.25,4.5,3.25,4,2.75,4.5,5,5,5.5,4.5,5,5,5.75,1.5,4.75,8,7.21331289879901,8.14510617559948,6.78181174055394,0.164750957854406,-1.36329443504555,8.37981482539804,8.34903685393665,7.98649822830955,0.74904214559387,-0.362538625627103,7.89253558748908,8.26649770558869,7.46000860652668,0.363984674329502,-0.806489099062009,9.1488467446384,5,5,5,5,5,4.9,5,5,5,6,6,6,2,6,6,6,5,6,4,4,1,6,5,5,7,5,5,7,5,4,7,4,0.711904761904762,0.714285714285714,0.857142857142857,0.666666666666667,0.80952380952381,0.428571428571429,0.761904761904762,0.214285714285714
27,"A",53,0,NA,58,1,4,"",25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,1,NA,1,"5","3",4,3,5,4,3,10,9,6,9,6,9,4,8,8,8,8,10,6,6,7,8,8,6,9,10,11,9,9,8,10,6,9,6,9,8,11,9,10,5,8,7,8,3,9,8,8,8,9,6,6,4,3,10,11,2,3,8,10,3,7,11,8,6,4,4,8,7,10,7,9,9,8,7,7,8,8,7,8,9,6,8,8,8,8,7,8,8,9,8,6,7,8,8,8,8,9,8,6,7,9,6,8,6,8,7,7,8,8,7,6,8,7,9,10,8,9,7,6,7,10,9,6,6,9,7,9,8,8,9,8,8,9,8,9,8,8,9,9,10,9,8,8,8,9,8,10,8,9,8,10,8,8,6,8,8,8.5,6.5,6.5,5,7,8,5,6.5,6,8.5,9,7.5,7,6.5,7.5,7,7.5,5.5,6.5,6,6.5,6.5,6.5,6,7,8,7,5.5,8.5,5,7,8,7.5,7.5,7,7.5,7.5,7.5,8.5,7.5,7,7.5,8,7.5,8,6,7,8,0,4,3,9,4,4,5,6,5,5,4,5,10,4,8,4,14,12,16,8,7,11,2,3,4,5,6,13,9,1,15,10,9,6.5,6.5,4.5,7.5,7,6.5,4,5.5,5.5,4.5,5.5,8,6,3,4.5,5,5,5.5,5,5,5,5,5,5,5,5,5,5.5,5,6.75,5.75,5.75,5,6.25,6,5.75,4.5,5.25,5.25,4.75,5.25,6.5,5.75,4,7,6.5,7.5,8,6.5,6.5,6.5,7.5,6,7,6.5,7,7.5,5.5,7,7,6,6,5.5,5.5,5.5,5.5,6,6,5,5,6,6,5.5,5.5,5.5,6.25,6.75,6.75,6,6,6,6.75,6,6,5.75,6.5,6.75,5.5,6.25,6.25,6,8.60245751406263,8.25458423437681,8.96117488140467,0.975095785440613,0.706590647027864,8.22781914015527,8.37871743044183,8.72347903719019,0.873563218390805,0.34476160674836,8.54763124517222,8.58522822242611,9.04248671144535,0.959770114942529,0.457258489019233,8.6252228048744,4,4,3,4,5,NA,4,4,4,4,4,3,3,5,3,3,4,3,4,4,3,4,3,4,4,4,4,4,5,5,5,2,0.571428571428571,0.571428571428571,0.523809523809524,0.523809523809524,0.476190476190476,0.523809523809524,0.523809523809524,0.410714285714286
